	log2FoldChange	padj	external_gene_name	Description
ENSG00000242574	-1.49619258979141	9.90129359050855e-07	HLA-DMB	major histocompatibility complex, class II, DM beta
ENSG00000182472	-1.3156059913186	1.02345845034577e-06		
ENSG00000177494	2.58514215080473	1.07352781157566e-06	ZBED2	zinc finger BED-type containing 2
ENSG00000106565	-1.99864485492894	1.15206519783293e-06	TMEM176B	transmembrane protein 176B
ENSG00000136425	-1.29125960307866	1.21400450209912e-06	CIB2	calcium and integrin binding family member 2
ENSG00000087085	1.58741871121053	1.37374808454409e-06	ACHE	acetylcholinesterase (Cartwright blood group)
ENSG00000122547	1.15331012466453	1.38885372332839e-06	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1
ENSG00000141574	-2.81218892015735	1.40076808538584e-06	SECTM1	secreted and transmembrane 1
ENSG00000172828	-1.142910913836	1.56134366379513e-06	CES3	carboxylesterase 3
ENSG00000269226	-4.89540792231845	1.57256322466856e-06	TMSB15C	thymosin beta 15C
ENSG00000173947	-2.90769102829272	1.58990564904355e-06	CIMAP3	ciliary microtubule associated protein 3
ENSG00000243335	-1.05353618382936	1.58990564904355e-06	KCTD7	potassium channel tetramerization domain containing 7
ENSG00000140398	-1.40849148189785	1.59518483875133e-06	NEIL1	nei like DNA glycosylase 1
ENSG00000170927	-2.17551765863075	1.65584970477817e-06	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin
ENSG00000182983	-3.69076864344194	1.86488665650369e-06	ZNF662	zinc finger protein 662
ENSG00000160185	-3.45828006428834	1.91866507791684e-06	UBASH3A	ubiquitin associated and SH3 domain containing A
ENSG00000269821	-1.12548410725248	1.9395519260103e-06	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1
ENSG00000189377	-1.47943193132414	1.95379552630404e-06	CXCL17	C-X-C motif chemokine ligand 17
ENSG00000142484	1.41371173371051	2.08795418439457e-06	TM4SF5	transmembrane 4 L six family member 5
ENSG00000280213	-1.60546508783025	2.09940862016104e-06	UCKL1-AS1	UCKL1 antisense RNA 1
ENSG00000233725	-5.66784451990212	2.26509787800819e-06	NRAD1	non-coding RNA in the aldehyde dehydrogenase 1A pathway
ENSG00000137142	-1.37619879933713	2.3093460174327e-06	IGFBPL1	insulin like growth factor binding protein like 1
ENSG00000101546	1.02489279639602	2.42979760168675e-06	RBFA	ribosome binding factor A
ENSG00000197951	-6.00731334991894	2.5259367960692e-06	ZNF71	zinc finger protein 71
ENSG00000166780	1.74337632201469	2.58450173093201e-06		
ENSG00000140968	-1.2094486903544	2.65793047085333e-06	IRF8	interferon regulatory factor 8
ENSG00000163501	1.1205693468167	2.78018360134143e-06	IHH	Indian hedgehog signaling molecule
ENSG00000290947	-1.64727064147324	2.84138679383741e-06		
ENSG00000247809	-2.45085249148828	2.86292693235002e-06	NR2F2-AS1	NR2F2 antisense RNA 1
ENSG00000175906	1.02529522442739	2.9444885818074e-06	ARL4D	ADP ribosylation factor like GTPase 4D
ENSG00000166432	-2.19216337230574	3.03126518160252e-06	ZMAT1	zinc finger matrin-type 1
ENSG00000131831	3.13507952179099	3.05078240537643e-06	RAI2	retinoic acid induced 2
ENSG00000182912	-2.43490954148518	3.36737164879073e-06	TSPEAR-AS2	TSPEAR antisense RNA 2
ENSG00000290993	-1.68152946822623	3.77993549003123e-06		
ENSG00000240184	-2.8240127587125	3.98806368379008e-06	PCDHGC3	protocadherin gamma subfamily C, 3
ENSG00000182463	-1.64586547256545	4.01953830177694e-06	TSHZ2	teashirt zinc finger homeobox 2
ENSG00000124466	1.42328097848186	4.02552601563587e-06	LYPD3	LY6/PLAUR domain containing 3
ENSG00000128596	-1.90432553632156	4.13259886203862e-06	CCDC136	coiled-coil domain containing 136
ENSG00000163482	-1.02419738393209	4.184113468349e-06	STK36	serine/threonine kinase 36
ENSG00000244055	-2.09781795636515	4.22960079590761e-06		novel transcript, antisense to ERVW-1 and PEX1
ENSG00000073711	-1.2459315867844	4.50964347854106e-06	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha
ENSG00000143847	-3.42579506493956	4.66032784772806e-06	PPFIA4	PTPRF interacting protein alpha 4
ENSG00000254101	2.84553287724007	4.69969682152032e-06	LINC02055	long intergenic non-protein coding RNA 2055
ENSG00000164746	-5.48581417235096	4.77443443875739e-06	C7orf57	chromosome 7 open reading frame 57
ENSG00000148143	-1.18960454007979	4.86759825691237e-06	ZNF462	zinc finger protein 462
ENSG00000120458	-1.06928967008948	5.05258016245706e-06	MSANTD2	Myb/SANT DNA binding domain containing 2
ENSG00000151224	-2.1592063479825	5.1766480355319e-06	MAT1A	methionine adenosyltransferase 1A
ENSG00000046774	5.96258638781119	5.37551752796526e-06	MAGEC2	MAGE family member C2
ENSG00000249196	-4.03239985451385	5.42994476036462e-06	TMEM132D-AS1	TMEM132D antisense RNA 1
ENSG00000291076	1.18712740062863	5.54280171083534e-06	AADACP1	arylacetamide deacetylase pseudogene 1
ENSG00000240859	-1.15247355518719	5.69524297737316e-06		
ENSG00000150764	-1.23426749237224	5.70916669951962e-06	DIXDC1	DIX domain containing 1
ENSG00000183671	-6.82306080220567	5.99534593700108e-06		
ENSG00000197603	-1.7801260392533	6.13851425329706e-06	CPLANE1	ciliogenesis and planar polarity effector complex subunit 1
ENSG00000187372	-1.4745156769401	6.14817396818991e-06		
ENSG00000232023	-5.9859657259205	6.19023843592114e-06	LINC01807	long intergenic non-protein coding RNA 1807
ENSG00000119866	-2.72723547642169	6.20630886459807e-06	BCL11A	BCL11 transcription factor A
ENSG00000227039	-1.73921076343338	6.30558825280085e-06	ITGB2-AS1	ITGB2 antisense RNA 1
ENSG00000223829	-1.15993981533674	6.55003507235308e-06		
ENSG00000138185	-1.34457440118678	6.62303907961181e-06	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1
ENSG00000135540	-1.34708044520283	6.75207868294182e-06	NHSL1	NHS like 1
ENSG00000115525	-1.0741327500788	6.97613463159554e-06	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5
ENSG00000156298	1.80500719034645	7.45082335859136e-06	TSPAN7	tetraspanin 7
ENSG00000104537	-2.57578179302498	7.51777799745304e-06	ANXA13	annexin A13
ENSG00000175445	-5.54392159031054	7.5244028952534e-06	LPL	lipoprotein lipase
ENSG00000188818	-1.42082052785035	7.73115070008084e-06	ZDHHC11	zinc finger DHHC-type containing 11
ENSG00000164292	-1.462634952142	7.74537418636423e-06	RHOBTB3	Rho related BTB domain containing 3
ENSG00000006747	-1.13180001610922	7.90162284990842e-06	SCIN	scinderin
ENSG00000169992	-1.03170278292863	8.3315115454714e-06		
ENSG00000011028	-1.48694612537517	8.41275924594391e-06	MRC2	mannose receptor C type 2
ENSG00000114670	-1.34177257161246	9.01952518655607e-06	NEK11	NIMA related kinase 11
ENSG00000120327	-1.72828111947959	9.32193163418582e-06		
ENSG00000167524	-1.31496896093432	9.52674551045742e-06	RSKR	ribosomal protein S6 kinase related
ENSG00000185737	-1.49990377573608	9.61111940476868e-06	NRG3	neuregulin 3
ENSG00000103241	-1.79699250895601	9.85850382766903e-06	FOXF1	forkhead box F1
ENSG00000189433	1.03184703249113	1.00153379528887e-05	GJB4	gap junction protein beta 4
ENSG00000254290	-1.83951355013332	1.03761291182719e-05		
ENSG00000187094	-2.2102787538052	1.05734526520385e-05	CCK	cholecystokinin
ENSG00000274253	-3.2915094459359	1.07774752574852e-05		novel transcript, sense overlapping NIPA1
ENSG00000250722	-1.19076509559283	1.08257960383658e-05	SELENOP	selenoprotein P
ENSG00000198681	6.64830052955046	1.10247868125019e-05	MAGEA1	MAGE family member A1
ENSG00000114248	1.34048753086814	1.10927932927541e-05	LRRC31	leucine rich repeat containing 31
ENSG00000005108	-1.35042130295796	1.12393963504319e-05	THSD7A	thrombospondin type 1 domain containing 7A
ENSG00000150773	-1.49702577243066	1.13800799197326e-05	PIH1D2	PIH1 domain containing 2
ENSG00000204983	1.19292387868753	1.16814250604159e-05		
ENSG00000257252	2.56134611073026	1.28018543348155e-05		novel transcript, antisense to NUDT4
ENSG00000144824	1.04666498453928	1.28513993463193e-05	PHLDB2	pleckstrin homology like domain family B member 2
ENSG00000136883	-1.52985930883285	1.33406796315243e-05	KIF12	kinesin family member 12
ENSG00000065534	-1.47813100058984	1.43023442733597e-05	MYLK	myosin light chain kinase
ENSG00000122012	-5.23147224040477	1.44777814400087e-05	SV2C	synaptic vesicle glycoprotein 2C
ENSG00000159618	-1.1359925566538	1.46232265360092e-05	ADGRG5	adhesion G protein-coupled receptor G5
ENSG00000102760	1.56205938148165	1.55259926089004e-05	RGCC	regulator of cell cycle
ENSG00000100311	1.03020471553878	1.57138527898237e-05	PDGFB	platelet derived growth factor subunit B
ENSG00000101188	1.2002431257475	1.57764325709105e-05	NTSR1	neurotensin receptor 1
ENSG00000128578	-1.108952180496	1.62268095009662e-05	STRIP2	striatin interacting protein 2
ENSG00000272734	-1.36535985289542	1.69049642164427e-05	ADIRF-AS1	ADIRF antisense RNA 1
ENSG00000253414	-3.2602249683396	1.86337795817654e-05	LINC01605	long intergenic non-protein coding RNA 1605
ENSG00000122786	-1.28086374596904	2.04585941458541e-05	CALD1	caldesmon 1
ENSG00000009950	-1.12643959583264	2.08239756317461e-05	MLXIPL	MLX interacting protein like
ENSG00000250337	-5.66596068371856	2.08651509889683e-05	PURPL	p53 upregulated regulator of p53 levels
ENSG00000166278	-1.90988878669908	2.1168858240672e-05		
ENSG00000163075	-2.6805094440872	2.1760314220262e-05	CFAP221	cilia and flagella associated protein 221
ENSG00000144837	-2.27233214839923	2.19534137955959e-05	PLA1A	phospholipase A1 member A
ENSG00000173699	-5.3380834734212	2.20275630579554e-05	SPATA3	spermatogenesis associated 3
ENSG00000100234	3.87168294793793	2.2394080489506e-05	TIMP3	TIMP metallopeptidase inhibitor 3
ENSG00000281344	-2.05974021367295	2.25802716720455e-05	HELLPAR	HELLP associated long non-coding RNA
ENSG00000165338	-1.22062090241363	2.27860120497282e-05	HECTD2	HECT domain E3 ubiquitin protein ligase 2
ENSG00000150722	-1.59207679275505	2.29248216356715e-05	PPP1R1C	protein phosphatase 1 regulatory inhibitor subunit 1C
ENSG00000251152	-1.98131406495687	2.324838309642e-05		
ENSG00000291084	-1.64309831027269	2.4912455778737e-05	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2
ENSG00000228223	1.05731641292872	2.84764175838524e-05		
ENSG00000213085	-2.02256249590283	2.92381026351267e-05	CFAP45	cilia and flagella associated protein 45
ENSG00000156042	-2.32585869951445	2.94900586978842e-05	CFAP70	cilia and flagella associated protein 70
ENSG00000197978	-1.25198533418903	2.99942128115815e-05		
ENSG00000132429	-1.57331667960671	3.09828735019569e-05	POPDC3	popeye domain containing 3
ENSG00000291211	-1.6728191411614	3.09945301764279e-05		
ENSG00000224259	1.29082712717213	3.23306799520178e-05	LINC01133	long intergenic non-protein coding RNA 1133
ENSG00000127249	-2.16689787542182	3.27465650158244e-05	ATP13A4	ATPase 13A4
ENSG00000235621	-1.50846347605071	3.27465650158244e-05	LINC00494	long intergenic non-protein coding RNA 494
ENSG00000165424	1.01439564236464	3.3746927783025e-05	ZCCHC24	zinc finger CCHC-type containing 24
ENSG00000172602	1.02281389784317	3.54517133012619e-05	RND1	Rho family GTPase 1
ENSG00000276116	1.67435805360593	3.59637356358747e-05	FUT8-AS1	FUT8 antisense RNA 1
ENSG00000112303	-1.63185406873411	3.60837143067348e-05	VNN2	vanin 2
ENSG00000164659	1.77219995195997	3.69101135793255e-05	ELAPOR2	endosome-lysosome associated apoptosis and autophagy regulator family member 2
ENSG00000142606	-2.67323930895576	3.72866079997758e-05	MMEL1	membrane metalloendopeptidase like 1
ENSG00000173432	-1.10266169550393	3.77246120749236e-05		
ENSG00000172264	-1.58269876103301	3.92278680285194e-05	MACROD2	mono-ADP ribosylhydrolase 2
ENSG00000188372	-1.26713692746444	3.94952176541971e-05	ZP3	zona pellucida glycoprotein 3
ENSG00000113303	-2.62188381080813	3.96307032886639e-05	BTNL8	butyrophilin like 8
ENSG00000253731	-2.79196054237127	4.06835496005838e-05	PCDHGA6	protocadherin gamma subfamily A, 6
ENSG00000115380	-2.75465766787121	4.16331450095423e-05	EFEMP1	EGF containing fibulin extracellular matrix protein 1
ENSG00000179532	-1.34280050419067	4.17500498615445e-05	DNHD1	dynein heavy chain domain 1
ENSG00000139910	-2.07473292373502	4.24453967545248e-05	NOVA1	NOVA alternative splicing regulator 1
ENSG00000136828	-1.09044923611407	4.26702817352367e-05	RALGPS1	Ral GEF with PH domain and SH3 binding motif 1
ENSG00000187017	-1.5771633504261	4.36563198103696e-05	ESPN	espin
ENSG00000250067	-1.17621248750473	4.43561968889115e-05	YJEFN3	YjeF N-terminal domain containing 3
ENSG00000274049	-6.54039503538112	4.54363717680178e-05	INO80B-WBP1	INO80B-WBP1 readthrough (NMD candidate)
ENSG00000240771	-1.29731157375369	4.61963034387873e-05	ARHGEF25	Rho guanine nucleotide exchange factor 25
ENSG00000121895	1.82539993514353	4.62848489432004e-05	TMEM156	transmembrane protein 156
ENSG00000170681	-2.20308850806374	4.67961468940132e-05	CAVIN4	caveolae associated protein 4
ENSG00000271605	-2.59369173982753	4.92863683243513e-05	MILR1	mast cell immunoglobulin like receptor 1
ENSG00000105426	-5.38779582485393	5.37639402370542e-05	PTPRS	protein tyrosine phosphatase receptor type S
ENSG00000253161	-6.44154897295954	5.55351684414248e-05	LINC01605	long intergenic non-protein coding RNA 1605
ENSG00000126262	-5.69268757762529	5.58869613018515e-05	FFAR2	free fatty acid receptor 2
ENSG00000259863	2.12911383285879	5.67151547048778e-05	SH3RF3-AS1	SH3RF3 antisense RNA 1
ENSG00000250644	-1.01696141910295	5.73128573800679e-05		
ENSG00000148082	-1.06143525576752	6.18740105419428e-05	SHC3	SHC adaptor protein 3
ENSG00000248515	6.41581945044772	6.51374273892263e-05		
ENSG00000172575	-1.06362906791804	6.52321762082067e-05	RASGRP1	RAS guanyl releasing protein 1
ENSG00000107159	-2.43211960147119	6.74071273837372e-05	CA9	carbonic anhydrase 9
ENSG00000124787	1.00099185623054	6.75123184768271e-05	RPP40	ribonuclease P/MRP subunit p40
ENSG00000103056	-1.10019903605723	6.77210299194241e-05	SMPD3	sphingomyelin phosphodiesterase 3
ENSG00000076555	-1.01059772601243	6.83028287476224e-05	ACACB	acetyl-CoA carboxylase beta
ENSG00000260852	-1.05283973631089	7.05324137759677e-05	FBXL19-AS1	FBXL19 antisense RNA 1
ENSG00000131196	1.14757559576162	7.12423247097542e-05	NFATC1	nuclear factor of activated T cells 1
ENSG00000157423	-1.08081011319557	7.53497043453555e-05	HYDIN	HYDIN axonemal central pair apparatus protein
ENSG00000205795	1.89947428772138	7.6232554409722e-05	CYS1	cystin 1
ENSG00000251136	-1.51142597220975	7.74997570065543e-05	PARAIL	palmitic acid regulated anti-inflammatory lncRNA
ENSG00000138400	-1.1668916793994	7.9001706448664e-05	MDH1B	malate dehydrogenase 1B
ENSG00000285943	-1.55212353971746	8.0075546772293e-05		
ENSG00000064687	-1.02585176337995	8.22752680547701e-05	ABCA7	ATP binding cassette subfamily A member 7
ENSG00000162804	-1.39591770702713	8.24563630019746e-05	SNED1	sushi, nidogen and EGF like domains 1
ENSG00000288663	-1.31235554549551	9.67517158645365e-05		novel protein, readthrough PFDN5-C12orf10
ENSG00000197405	-2.26762809469201	9.99519249055225e-05	C5AR1	complement C5a receptor 1
ENSG00000170516	6.32762529379481	0.0001054314152201	COX7B2	cytochrome c oxidase subunit 7B2
ENSG00000186919	-4.5952599938348	0.0001055557373452	ZACN	zinc activated ion channel
ENSG00000197548	-1.02215638034878	0.0001078362468859	ATG7	autophagy related 7
ENSG00000261786	-1.22348494789493	0.0001084417480382		
ENSG00000026751	-2.50103794733898	0.0001120976036951	SLAMF7	SLAM family member 7
ENSG00000196664	-5.5996725587484	0.0001214588783501	TLR7	toll like receptor 7
ENSG00000259976	-1.25876249692795	0.0001219246838316		
ENSG00000131044	-3.17189629700123	0.0001234181427949	TTLL9	tubulin tyrosine ligase like 9
ENSG00000272916	-2.46301384851448	0.0001242039572001		
ENSG00000166816	1.22498148527205	0.0001254066010915	LDHD	lactate dehydrogenase D
ENSG00000278828	1.66347895393373	0.0001277704706463	H3C10	H3 clustered histone 10
ENSG00000186638	-1.01843907991625	0.0001322976987946	KIF24	kinesin family member 24
ENSG00000135744	-1.99498752365079	0.0001374081272962	AGT	angiotensinogen
ENSG00000164125	-1.07543644653495	0.0001394445963023	GASK1B	golgi associated kinase 1B
ENSG00000047579	1.14252770541375	0.0001412160678272	DTNBP1	dystrobrevin binding protein 1
ENSG00000178597	4.11473020224395	0.0001457899861678	PSAPL1	prosaposin like 1
ENSG00000124588	1.46072369239811	0.0001483502565156	NQO2	N-ribosyldihydronicotinamide:quinone dehydrogenase 2
ENSG00000081189	1.20007036433037	0.000151185797236	MEF2C	myocyte enhancer factor 2C
ENSG00000280383	-1.78936469622636	0.0001521398538235		novel transcript, sense overlapping ATXN10
ENSG00000196159	1.89848355077223	0.0001540628588728	FAT4	FAT atypical cadherin 4
ENSG00000176049	-5.31747165707931	0.0001597378364226	JAKMIP2	janus kinase and microtubule interacting protein 2
ENSG00000259953	-1.14376383886693	0.0001610436488592	LINC02977	long intergenic non-protein coding RNA 2977
ENSG00000078725	5.57989119657822	0.000162226092072	BRINP1	BMP/retinoic acid inducible neural specific 1
ENSG00000007237	-3.12341097601253	0.0001659548365789	GAS7	growth arrest specific 7
ENSG00000124875	-1.07505978270185	0.000166435709131	CXCL6	C-X-C motif chemokine ligand 6
ENSG00000124784	1.02233314869801	0.0001671012367776	RIOK1	RIO kinase 1
ENSG00000114279	-2.49724005248369	0.0001711190786382	FGF12	fibroblast growth factor 12
ENSG00000102001	-2.82607985803244	0.0001738629022154	CACNA1F	calcium voltage-gated channel subunit alpha1 F
ENSG00000072952	-5.08782220856955	0.000177336352847	IRAG1	inositol 1,4,5-triphosphate receptor associated 1
ENSG00000117122	-6.29490568224303	0.0001832265042984	MFAP2	microfibril associated protein 2
ENSG00000152076	-2.06046293613153	0.0001871443699576		
ENSG00000185513	-1.03686341050263	0.0001906727796117	L3MBTL1	L3MBTL histone methyl-lysine binding protein 1
ENSG00000091129	-5.05097046336355	0.0001935589300933	NRCAM	neuronal cell adhesion molecule
ENSG00000251144	-1.237619005407	0.0001957812507667		
ENSG00000240053	-1.03176450094075	0.0001965041576587		
ENSG00000230316	-1.17786296098483	0.0002045330285168	FEZF1-AS1	FEZF1 antisense RNA 1
ENSG00000184564	2.79044296499906	0.0002091982939881	SLITRK6	SLIT and NTRK like family member 6
ENSG00000148948	-6.32218389999297	0.0002109719709225	LRRC4C	leucine rich repeat containing 4C
ENSG00000109927	-2.62601998738182	0.0002132999146086	TECTA	tectorin alpha
ENSG00000241388	-1.80145439893211	0.0002167518922343	HNF1A-AS1	HNF1A antisense RNA 1
ENSG00000213988	-1.51193658384694	0.0002191547999956	ZNF90	zinc finger protein 90
ENSG00000260711	-2.33056417727088	0.0002230650523862		
ENSG00000285517	1.02757329349006	0.0002230650523862	LINC00941	long intergenic non-protein coding RNA 941
ENSG00000168140	-1.59744856550623	0.0002324348826055		
ENSG00000106804	-1.04566582788634	0.0002326916065276	C5	complement C5
ENSG00000253910	-1.94967784578241	0.0002340322518637	PCDHGB2	protocadherin gamma subfamily B, 2
ENSG00000150394	-3.71743949188215	0.0002352529453054	CDH8	cadherin 8
ENSG00000138792	-1.54473685665674	0.000242274532126	ENPEP	glutamyl aminopeptidase
ENSG00000233901	-1.2786071989275	0.0002506977086516	LINC01503	long intergenic non-protein coding RNA 1503
ENSG00000165238	-1.0453017523292	0.0002510430157731	WNK2	WNK lysine deficient protein kinase 2
ENSG00000109667	-3.07399029956086	0.0002600089222805	SLC2A9	solute carrier family 2 member 9
ENSG00000056998	-1.06417177892026	0.0002702610528524	GYG2	glycogenin 2
ENSG00000254122	-3.76901620690092	0.000273149968742	PCDHGB7	protocadherin gamma subfamily B, 7
ENSG00000260328	1.42914564105648	0.0002852158589213		
ENSG00000282851	-1.78512819628874	0.0002874874382247	BISPR	BST2 interferon stimulated positive regulator
ENSG00000146530	-2.56290944154187	0.0002990255820474	VWDE	von Willebrand factor D and EGF domains
ENSG00000167081	-1.08857642374711	0.0003052065601321	PBX3	PBX homeobox 3
ENSG00000169248	1.044501832008	0.0003066651463551	CXCL11	C-X-C motif chemokine ligand 11
ENSG00000214595	1.21834800493039	0.0003153017262439	EML6	EMAP like 6
ENSG00000197774	-1.15816940543678	0.0003242006756489	EME2	essential meiotic structure-specific endonuclease subunit 2
ENSG00000279159	-1.26878551897211	0.0003385020677342		novel transcript, antisense to MTMR3
ENSG00000176438	1.87185021497945	0.0003398223157898	SYNE3	spectrin repeat containing nuclear envelope family member 3
ENSG00000198719	1.31506271300634	0.0003410927016844	DLL1	delta like canonical Notch ligand 1
ENSG00000233822	1.63725789773507	0.0003414134040145	H2BC15	H2B clustered histone 15
ENSG00000253846	-2.30804239243112	0.0003457075666951	PCDHGA10	protocadherin gamma subfamily A, 10
ENSG00000278709	1.15646497645717	0.000346671929873	NKILA	NF-kappaB interacting lncRNA
ENSG00000242866	-2.59856959068437	0.0003470454916452	STRC	stereocilin
ENSG00000196132	-2.69665219088181	0.0003481126928625		
ENSG00000057704	1.55445939060436	0.000348185274604	TMCC3	transmembrane and coiled-coil domain family 3
ENSG00000258465	1.5258260478485	0.0003524190806762		
ENSG00000176170	1.06350459417763	0.0003616048723523	SPHK1	sphingosine kinase 1
ENSG00000163531	-1.07544853283105	0.0003724210812046	NFASC	neurofascin
ENSG00000267040	4.5200336063124	0.0003849158787552	ATP8B1-AS1	ATP8B1 antisense RNA 1
ENSG00000228705	1.14332436544703	0.0003906922735489	LINC00659	long intergenic non-protein coding RNA 659
ENSG00000256977	-1.95127971216445	0.0003949532797826	LIMS3	LIM zinc finger domain containing 3
ENSG00000107807	-1.9453591511351	0.0003989703568077	TLX1	T cell leukemia homeobox 1
ENSG00000235300	-2.00339891463179	0.000411604016753	SKAP1-AS2	SKAP1 antisense RNA 2
ENSG00000197162	-2.14652076442553	0.000411843406292	ZNF785	zinc finger protein 785
ENSG00000197062	1.13092015548937	0.0004127363102504	ZSCAN26	zinc finger and SCAN domain containing 26
ENSG00000177932	1.35116044893443	0.0004244142279013	ZNF354C	zinc finger protein 354C
ENSG00000163521	-1.69183564615614	0.0004361092122709	GLB1L	galactosidase beta 1 like
ENSG00000145996	1.17083187533434	0.0004448855634065	CDKAL1	CDK5 regulatory subunit associated protein 1 like 1
ENSG00000075826	-1.53828624854351	0.0004513793435996	SEC31B	SEC31 homolog B, COPII coat complex component
ENSG00000248874	-1.75455032677249	0.0004535026862577	LINC02899	long intergenic non-protein coding RNA 2899
ENSG00000189431	-1.42162890392947	0.0004597654571288	RASSF10	Ras association domain family member 10
ENSG00000163637	-2.21696983557776	0.0004607743767492	PRICKLE2	prickle planar cell polarity protein 2
ENSG00000151778	-6.11848250379078	0.0004653888327974	SERP2	stress associated endoplasmic reticulum protein family member 2
ENSG00000228437	-1.84531766030589	0.0004744890926351	LINC02474	long intergenic non-protein coding RNA 2474
ENSG00000291126	-1.13136161021668	0.0004787176673344		
ENSG00000142065	-1.63214834099944	0.0004828846282551	ZFP14	ZFP14 zinc finger protein
ENSG00000168907	-1.45592598475081	0.0004968196245069	PLA2G4F	phospholipase A2 group IVF
ENSG00000238113	2.4493741988776	0.0005021701504754	LINC01410	long intergenic non-protein coding RNA 1410
ENSG00000259342	-2.04771226280875	0.0005061959837245		novel transcript, antisense to C15orf48
ENSG00000178726	1.09393733772371	0.000510341565283	THBD	thrombomodulin
ENSG00000102359	1.9921823267691	0.0005149765794523	SRPX2	sushi repeat containing protein X-linked 2
ENSG00000126562	-1.07931435595104	0.00053672765146	WNK4	WNK lysine deficient protein kinase 4
ENSG00000280927	-2.69783539453007	0.0005375885410292	CTBP1-AS	CTBP1 antisense RNA
ENSG00000234284	6.25385438309274	0.0005434726499841	ZNF879	zinc finger protein 879
ENSG00000125285	3.07894283058643	0.0005459184836459	SOX21	SRY-box transcription factor 21
ENSG00000282728	-6.39391292398912	0.0005669941923763	PGR-AS1	PGR antisense RNA 1
ENSG00000215915	-2.38858088703453	0.0005764670525908	ATAD3C	ATPase family AAA domain containing 3C
ENSG00000091844	-1.05243840769868	0.0005784794350398	RGS17	regulator of G protein signaling 17
ENSG00000206530	-1.23769468240585	0.0005803250190823	CFAP44	cilia and flagella associated protein 44
ENSG00000184304	4.65971755842299	0.0005837275868969	PRKD1	protein kinase D1
ENSG00000163040	-1.3500253459402	0.0005879034150438	CCDC74A	coiled-coil domain containing 74A
ENSG00000176593	-1.34050333081677	0.000599742285769	ZNF606-AS1	ZNF606 antisense RNA 1
ENSG00000159208	-2.18580428565738	0.0006039271713724	CIART	circadian associated repressor of transcription
ENSG00000215808	6.14245973455436	0.0006100103592723	LINC01139	long intergenic non-protein coding RNA 1139
ENSG00000186615	1.05420085115103	0.0006211270153576	KTN1-AS1	KTN1 antisense RNA 1
ENSG00000180251	1.32950813684924	0.000622110057803	SLC9A4	solute carrier family 9 member A4
ENSG00000122711	3.32406076202506	0.0006299341777389	SPINK4	serine peptidase inhibitor Kazal type 4
ENSG00000166922	-2.48286676969205	0.0006442677408368		
ENSG00000170231	-4.81163912853208	0.0006545031039108	FABP6	fatty acid binding protein 6
ENSG00000234997	-2.81186762612873	0.0006607741320458	LINC02966	long intergenic non-protein coding RNA 2966
ENSG00000262920	-4.35539589790433	0.0006740045207814		
ENSG00000272514	-4.17045154697596	0.0006745057616309	CFAP206	cilia and flagella associated protein 206
ENSG00000182327	1.6980961792259	0.0006853263134211	GLTPD2	glycolipid transfer protein domain containing 2
ENSG00000159167	-2.9014485551436	0.0006916998041972	STC1	stanniocalcin 1
ENSG00000171246	1.05449540358847	0.0007020366285055	NPTX1	neuronal pentraxin 1
ENSG00000166762	-1.97839565858358	0.000712733904053	CATSPER2	cation channel sperm associated 2
ENSG00000259207	1.68582058107327	0.0007169323112382	ITGB3	integrin subunit beta 3
ENSG00000153093	-1.27578596944776	0.0007197534167774	ACOXL	acyl-CoA oxidase like
ENSG00000175183	1.02018961105334	0.0007218439114121	CSRP2	cysteine and glycine rich protein 2
ENSG00000204514	-1.24430975193303	0.0007323206067818	ZNF814	zinc finger protein 814
ENSG00000233695	-3.38315109598436	0.0007327306124245	GAS6-AS1	GAS6 antisense RNA 1
ENSG00000121989	1.13816105967201	0.0007406187475437	ACVR2A	activin A receptor type 2A
ENSG00000267128	-2.30545746306154	0.0007483813550518	RNF157-AS1	RNF157 antisense RNA 1
ENSG00000172955	-1.09015850526934	0.0007519723725544	ADH6	alcohol dehydrogenase 6 (class V)
ENSG00000286282	-3.54449352848189	0.0007633311758971		novel transcript, antisense to NOV
ENSG00000204422	5.98622480091647	0.0007816969566983		
ENSG00000264230	-2.23890504092647	0.0007912686912008	ANXA8L1	annexin A8 like 1
ENSG00000289697	-3.26055536624613	0.0007949422705835		
ENSG00000100100	-1.07986599162728	0.000810244412738	PIK3IP1	phosphoinositide-3-kinase interacting protein 1
ENSG00000162543	-1.02045781145579	0.0008372575380565	UBXN10	UBX domain protein 10
ENSG00000233215	-4.73318570685894	0.0008710443156493	LINC01687	long intergenic non-protein coding RNA 1687
ENSG00000178882	4.7188002890929	0.000877155611566	RFLNA	refilin A
ENSG00000120784	-1.68206079117483	0.0009207262463942	ZFP30	ZFP30 zinc finger protein
ENSG00000138172	-1.10461487653615	0.000933211353208	CALHM2	calcium homeostasis modulator family member 2
ENSG00000286912	-1.97677676538003	0.0009390861428602		
ENSG00000141756	-1.01067097893849	0.0009400331227081	FKBP10	FKBP prolyl isomerase 10
